"","English.Word","anger","disgust","fear","joy","negative","positive","sadness","surprise","Spanish.Word"
"7458","longing",0,0,0,0,0,0,1,0,"nostalgia"
"7462","loo",0,1,0,0,1,0,0,0,"lavabo"
"7464","loom",0,0,1,0,1,0,0,0,"telar"
"7466","loon",0,1,0,0,1,0,0,0,"somorgujo"
"7467","loony",0,0,0,0,1,0,0,0,"loco"
"7472","loot",0,0,0,0,1,0,0,0,"botín"
"7475","lord",0,1,0,0,1,1,0,0,"caballero"
"7477","lordship",0,0,0,0,0,1,0,0,"señorío"
"7480","lose",1,1,1,0,1,0,1,1,"perder"
"7481","losing",1,0,0,0,1,0,1,0,"perdiendo"
"7482","loss",1,0,1,0,1,0,1,0,"pérdida"
"7483","lost",0,0,0,0,1,0,1,0,"perdió"
"7491","loudness",1,0,0,0,1,0,0,0,"volumen"
"7492","lounge",0,0,0,0,1,0,0,0,"salón"
"7493","louse",0,1,0,0,1,0,0,0,"piojo"
"7494","lovable",0,0,0,1,0,1,0,0,"amable"
"7495","love",0,0,0,1,0,1,0,0,"amor"
"7496","lovely",0,0,0,1,0,1,1,1,"hermoso"
"7497","lovemaking",0,0,0,1,0,1,0,0,"haciendo el amor"
"7498","lover",0,0,0,1,0,1,0,0,"amante"
"7499","loving",0,0,0,1,0,1,0,0,"cariñoso"
"7500","lower",0,0,0,0,1,0,1,0,"más bajo"
"7501","lowering",0,0,0,0,1,0,0,0,"encapotado"
"7502","lowest",0,0,0,0,1,0,1,0,"más bajo"
"7503","lowlands",0,0,0,0,1,0,0,0,"Tierras Bajas"
"7504","lowly",0,0,0,0,1,0,1,0,"humilde"
"7505","loyal",0,0,1,1,0,1,0,1,"leal"
"7506","loyalty",0,0,0,0,0,1,0,0,"lealtad"
"7509","luck",0,0,0,1,0,1,0,1,"suerte"
"7510","lucky",0,0,0,1,0,1,0,1,"afortunado"
"7511","ludicrous",0,0,0,0,1,0,0,0,"ridículo"
"7518","lumbering",0,0,0,0,1,0,0,0,"maderero"
"7521","lump",0,0,0,0,1,0,0,0,"bulto"
"7522","lumpy",0,1,0,0,1,0,0,0,"aterronado"
"7523","lunacy",1,1,1,0,1,0,1,0,"locura"
"7525","lunatic",1,1,1,0,1,0,0,0,"lunático"
"7528","lunge",0,0,0,0,0,0,0,1,"estocada"
"7530","lurch",0,0,0,0,1,0,0,0,"estacada"
"7531","lure",0,0,0,0,1,0,0,0,"señuelo"
"7532","lurid",0,1,0,0,1,0,0,0,"espeluznante"
"7533","lurk",0,0,0,0,1,0,0,0,"Acechar"
"7534","lurking",0,0,0,0,1,0,0,0,"alfombrilla de ratón"
"7535","luscious",0,0,0,1,0,1,0,0,"delicioso"
"7536","lush",0,1,0,0,1,0,1,0,"lozano"
"7537","lust",0,0,0,0,1,0,0,0,"lujuria"
"7538","luster",0,0,0,1,0,1,0,0,"lustre"
"7539","lustful",0,0,0,0,1,0,0,0,"libidinoso"
"7540","lustrous",0,0,0,0,0,1,0,0,"lustroso"
"7541","lusty",0,1,0,0,0,0,0,0,"fuerte"
"7543","luxuriant",0,0,0,0,0,1,0,0,"exuberante"
"7544","luxurious",0,0,0,1,0,1,0,0,"lujoso"
"7545","luxury",0,0,0,1,0,1,0,0,"lujo"
"7546","lying",1,1,0,0,1,0,0,0,"mintiendo"
"7549","lynch",1,1,1,0,1,0,1,0,"linchar"
"7551","lyre",0,0,0,1,0,1,0,0,"lira"
"7553","lyrical",0,0,0,1,0,1,0,0,"lírico"
"7554","mace",0,0,1,0,1,0,0,0,"Mazo"
"7559","mad",1,1,1,0,1,0,1,0,"enojado"
"7562","madden",1,0,1,0,1,0,0,0,"enloquecer"
"7563","madman",1,0,1,0,1,0,0,0,"loco"
"7564","madness",1,0,1,0,1,0,0,0,"Locura"
"7565","mafia",0,0,1,0,1,0,0,0,"mafia"
"7567","mage",0,0,1,0,0,0,0,0,"mago"
"7569","maggot",0,1,0,0,1,0,0,0,"gusano"
"7571","magical",0,0,0,1,0,1,0,1,"mágico"
"7572","magician",0,0,0,0,0,0,0,1,"mago"
"7576","magnet",0,0,0,0,0,1,0,0,"imán"
"7577","magnetism",0,0,0,0,0,1,0,0,"magnetismo"
"7578","magnetite",0,0,0,0,0,1,0,0,"magnetita"
"7579","magnificence",0,0,0,1,0,1,0,0,"magnificencia"
"7580","magnificent",0,0,0,1,0,1,0,1,"magnífico"
"7586","maiden",0,0,0,0,0,1,0,0,"doncella"
"7588","main",0,0,0,0,0,1,0,0,"principal"
"7590","mainstay",0,0,0,0,0,1,0,0,"pilar"
"7592","majestic",0,0,0,1,0,1,0,1,"majestuoso"
"7593","majesty",0,0,0,0,0,1,0,0,"majestad"
"7594","major",0,0,0,0,0,1,0,0,"importante"
"7595","majority",0,0,0,1,0,1,0,0,"mayoría"
"7598","makeshift",0,0,0,0,1,0,0,0,"improvisado"
"7600","malady",0,0,0,0,1,0,0,0,"enfermedad"
"7601","malaise",0,0,0,0,1,0,1,0,"malestar"
"7602","malaria",0,1,1,0,1,0,1,0,"malaria"
"7603","malevolent",1,1,1,0,1,0,1,0,"malévolo"
"7604","malfeasance",0,1,0,0,1,0,0,0,"crimen"
"7605","malformation",0,0,0,0,1,0,0,0,"malformación"
"7606","malice",1,0,1,0,1,0,0,0,"malicia"
"7607","malicious",1,1,1,0,1,0,1,0,"malicioso"
"7608","malign",1,1,0,0,1,0,0,0,"maligno"
"7609","malignancy",0,0,1,0,1,0,1,0,"malignidad"
"7610","malignant",1,0,1,0,1,0,0,0,"maligno"
"7614","malpractice",1,0,0,0,1,0,0,0,"negligencia profesional"
"7618","manage",0,0,0,0,0,1,0,0,"administrar"
"7619","management",0,0,0,0,0,1,0,0,"administración"
"7621","mandamus",0,0,1,0,1,0,0,0,"mandamus"
"7622","mandarin",0,0,0,0,0,1,0,0,"mandarín"
"7630","mange",0,1,1,0,1,0,0,0,"sarna"
"7632","mangle",1,1,1,0,1,0,1,0,"mutilar"
"7635","manhood",0,0,0,0,0,1,0,0,"virilidad"
"7636","mania",0,0,0,0,1,0,0,0,"manía"
"7637","maniac",1,0,1,0,1,0,0,0,"maníaco"
"7638","maniacal",0,0,0,0,1,0,0,0,"maníaco"
"7641","manifestation",0,0,1,0,0,0,0,0,"manifestación"
"7642","manifested",0,0,0,0,0,1,0,0,"manifestado"
"7646","manipulate",0,0,0,0,1,0,0,0,"manipular"
"7647","manipulation",1,0,1,0,1,0,0,0,"manipulación"
"7649","manly",0,0,0,0,0,1,0,0,"varonil"
"7650","manna",0,0,0,0,0,1,0,0,"maná"
"7652","mannered",0,0,0,0,0,1,0,0,"amanerado"
"7653","manners",0,0,0,0,0,1,0,0,"modales"
"7656","manslaughter",1,1,1,0,1,0,1,1,"homicidio involuntario"
"7660","manufacturer",0,0,0,0,0,1,0,0,"fabricante"
"7661","manure",0,1,0,0,1,0,0,0,"estiércol"
"7664","mar",0,0,0,0,1,0,0,0,"mar"
"7668","march",0,0,0,0,0,1,0,0,"marcha"
"7670","margin",0,0,0,0,1,0,1,0,"margen"
"7677","marked",0,0,0,0,0,1,0,0,"marcado"
"7679","marketable",0,0,0,0,0,1,0,0,"comerciable"
"7684","maroon",0,0,0,0,1,0,0,0,"granate"
"7686","marquis",0,0,0,0,0,1,0,0,"marqués"
"7687","marriage",0,0,0,1,0,1,0,0,"matrimonio"
"7689","marrow",0,0,0,1,0,1,0,0,"médula"
"7690","marry",0,0,1,1,0,1,0,1,"casar"
"7692","marshal",0,0,0,0,0,1,0,0,"mariscal"
"7694","martial",1,0,0,0,0,0,0,0,"marcial"
"7695","martingale",0,0,0,0,1,0,0,0,"martingala"
"7696","martyr",0,0,1,0,1,0,1,0,"mártir"
"7697","martyrdom",0,0,1,0,1,0,1,0,"martirio"
"7698","marvel",0,0,0,0,0,1,0,1,"maravilla"
"7699","marvelous",0,0,0,1,0,1,0,0,"maravilloso"
"7700","marvelously",0,0,0,1,0,1,0,0,"maravillosamente"
"7701","masculine",0,0,0,0,0,1,0,0,"masculino"
"7705","masochism",1,1,1,0,1,0,0,0,"masoquismo"
"7709","massacre",1,1,1,0,1,0,1,0,"masacre"
"7710","massage",0,0,0,1,0,1,0,0,"masaje"
"7712","master",0,0,0,0,0,1,0,0,"Maestro"
"7714","masterpiece",0,0,0,1,0,1,0,0,"obra maestra"
"7715","mastery",1,0,0,1,0,1,0,0,"maestría"
"7722","mate",0,0,0,0,0,1,0,0,"compañero"
"7724","materialism",0,0,0,0,1,0,0,0,"materialismo"
"7725","materialist",0,1,0,0,1,0,0,0,"materialista"
"7732","maternal",0,0,0,0,1,1,0,0,"materno"
"7738","matrimony",0,0,0,1,0,1,0,0,"matrimonio"
"7740","matron",0,0,0,0,0,1,0,0,"matrona"
"7747","mausoleum",0,0,0,0,0,0,1,0,"mausoleo"
"7750","maximum",0,0,0,0,0,1,0,0,"máximo"
"7751","mayor",0,0,0,0,0,1,0,0,"alcalde"
"7754","meadow",0,0,0,0,0,1,0,0,"prado"
"7757","meandering",0,0,0,0,1,0,0,0,"serpenteante"
"7759","meaningless",0,0,0,0,1,0,1,0,"sin sentido"
"7762","measles",0,1,1,0,1,0,1,0,"sarampión"
"7765","measured",0,0,0,0,0,1,0,0,"Medido"
"7772","medal",0,0,0,1,0,1,0,1,"medalla"
"7775","meddle",1,0,0,0,1,0,0,0,"entrometerse"
"7780","mediate",0,0,0,0,0,1,0,0,"mediar"
"7781","mediation",0,0,0,0,0,1,0,0,"mediación"
"7782","mediator",0,0,0,0,0,1,0,0,"mediador"
"7783","medical",0,0,1,0,0,1,0,0,"médico"
"7787","mediocre",0,0,0,0,1,0,0,0,"mediocre"
"7788","mediocrity",0,0,0,0,1,0,0,0,"mediocridad"
"7789","meditate",0,0,0,1,0,1,0,0,"meditar"
"7792","mediterranean",0,0,0,0,0,1,0,0,"Mediterráneo"
"7794","medley",0,0,0,0,0,1,0,0,"popurrí"
"7795","meek",0,0,0,0,0,0,1,0,"manso"
"7798","melancholic",0,0,0,0,1,0,1,0,"melancólico"
"7799","melancholy",0,0,0,0,1,0,1,0,"melancolía"
"7800","melee",0,0,1,0,1,0,0,0,"pelea confusa"
"7802","melodrama",1,0,0,0,1,0,1,0,"melodrama"
"7806","meltdown",0,0,0,0,1,0,1,0,"fusión de un reactor"
"7810","memento",0,0,0,0,0,1,0,0,"recuerdo"
"7814","memorable",0,0,0,1,0,1,0,1,"memorable"
"7817","memorials",0,0,0,0,0,0,1,0,"memoriales"
"7820","menace",1,0,1,0,1,0,0,0,"amenaza"
"7821","menacing",1,0,1,0,1,0,0,0,"amenazador"
"7824","mending",0,0,0,0,0,1,0,0,"zurcidura"
"7825","menial",0,0,0,0,1,0,0,0,"servil"
"7827","menses",0,0,0,0,0,1,0,0,"menstruo"
"7831","mentor",0,0,0,0,0,1,0,0,"mentor"
"7835","mercenary",0,0,1,0,1,0,0,0,"mercenario"
"7838","merciful",0,0,0,0,0,1,0,0,"misericordioso"
"7839","merciless",0,0,1,0,1,0,0,0,"despiadado"
"7841","mercy",0,0,0,0,0,1,0,0,"misericordia"
"7843","merge",0,0,0,0,0,1,0,0,"unir"
"7846","merit",0,0,0,0,0,1,0,0,"mérito"
"7847","meritorious",0,0,0,1,0,1,0,0,"meritorio"
"7849","merriment",0,0,0,1,0,1,0,1,"alegría"
"7850","merry",0,0,0,1,0,1,0,0,"alegre"
"7855","mess",0,1,0,0,1,0,0,0,"desorden"
"7858","messy",0,1,0,0,1,0,0,0,"desordenado"
"7867","metastasis",0,0,0,0,1,0,0,0,"metástasis"
"7874","methanol",0,0,0,0,1,0,0,0,"metanol"
"7882","metropolitan",0,0,0,0,0,1,0,0,"metropolitano"
"7883","mettle",0,0,0,0,0,1,0,0,"brío"
"7897","microscopy",0,0,0,0,0,1,0,0,"microscopía"
"7907","midwife",0,0,0,1,1,1,0,0,"Partera"
"7908","midwifery",0,0,0,0,0,1,0,0,"partería"
"7910","mighty",1,0,1,1,0,1,0,0,"poderoso"
"7915","mildew",0,1,0,0,1,0,0,0,"moho"
"7920","military",0,0,1,0,0,0,0,0,"militar"
"7921","militia",1,0,1,0,1,0,1,0,"milicia"
"7930","mime",0,0,0,0,0,1,0,0,"mímica"
"7933","mimicry",0,0,0,0,1,0,0,1,"mimetismo"
"7936","mindful",0,0,0,0,0,1,0,0,"consciente de"
"7937","mindfulness",0,0,0,0,0,1,0,0,"atención plena"
"7947","minimize",0,0,0,0,1,0,0,0,"minimizar"
"7948","minimum",0,0,0,0,1,0,0,0,"mínimo"
"7951","ministry",0,0,0,1,0,1,0,0,"ministerio"
"7955","minority",0,0,0,0,1,0,0,0,"minoría"
"7962","miracle",0,0,0,1,0,1,0,1,"milagro"
"7963","miraculous",0,0,0,1,0,1,0,1,"milagroso"
"7965","mire",0,1,0,0,1,0,0,0,"fango"
"7967","mirth",0,0,0,1,0,1,0,0,"alegría"
"7969","misbehavior",1,1,0,0,1,0,0,1,"mal comportamiento"
"7970","miscarriage",0,0,1,0,1,0,1,0,"aborto espontáneo"
"7973","mischief",0,0,0,0,1,0,0,0,"Travesura"
"7974","mischievous",0,0,0,0,1,0,0,0,"travieso"
"7975","misconception",1,1,1,0,1,0,0,0,"Idea equivocada"
"7976","misconduct",0,1,0,0,1,0,0,0,"mala conducta"
"7978","miserable",1,1,0,0,1,0,1,0,"miserable"
"7979","miserably",0,0,0,0,1,0,1,0,"tristemente"
"7980","misery",1,1,1,0,1,0,1,0,"miseria"
"7981","misfortune",0,0,1,0,1,0,1,0,"desgracia"
"7982","misguided",0,1,0,0,1,0,0,0,"equivocado"
"7983","mishap",0,1,1,0,1,0,1,1,"percance"
"7985","misinterpretation",0,0,0,0,1,0,0,0,"mala interpretación"
"7986","mislead",1,0,1,0,1,0,0,0,"engañar"
"7987","misleading",1,1,0,0,1,0,0,0,"engañoso"
"7988","mismanagement",0,0,0,0,1,0,0,0,"mala administración"
"7989","mismatch",0,0,0,0,1,0,0,0,"discordancia"
"7991","misnomer",0,0,0,0,1,0,0,0,"nombre equivocado"
"7992","misplace",1,1,0,0,1,0,0,0,"perder"
"7993","misplaced",0,0,0,0,1,0,0,0,"fuera de lugar"
"7994","misrepresent",0,0,0,0,1,0,0,0,"falsificar"
"7995","misrepresentation",0,0,0,0,1,0,1,0,"tergiversación"
"7996","misrepresented",1,0,0,0,1,0,0,0,"tergiversado"
"7998","missile",0,0,1,0,0,0,0,0,"misil"
"7999","missing",0,0,1,0,1,0,1,0,"perdido"
"8001","missionary",0,0,0,0,0,1,0,0,"misionero"
"8002","misstatement",1,1,0,0,1,0,0,0,"declaración errónea"
"8004","mistake",0,0,0,0,1,0,1,0,"error"
"8005","mistaken",0,0,1,0,1,0,0,0,"equivocado"
"8007","mistress",1,1,0,0,1,0,0,0,"amante"
"8008","mistrust",0,1,1,0,1,0,0,0,"desconfianza"
"8010","misunderstand",0,0,0,0,1,0,0,0,"entender mal"
"8011","misunderstanding",1,0,0,0,1,0,1,0,"malentendido"
"8012","misuse",0,0,0,0,1,0,0,0,"mal uso"
"8013","mite",0,1,0,0,1,0,0,0,"Pizca"
"8019","moan",0,0,1,0,0,0,1,0,"gemir"
"8021","mob",1,0,1,0,1,0,0,0,"multitud"
"8026","mockery",0,1,0,0,1,0,0,0,"mofa"
"8027","mocking",1,1,0,0,1,0,1,0,"burlón"
"8031","model",0,0,0,0,0,1,0,0,"modelo"
"8033","moderate",0,0,0,0,0,1,0,0,"moderado"
"8037","moderator",0,0,0,0,0,1,0,0,"moderador"
"8040","modest",0,0,0,0,0,1,0,0,"modesto"
"8041","modesty",0,0,0,0,0,1,0,0,"modestia"
"8046","modify",0,0,0,0,0,0,0,1,"modificar"
"8063","molestation",1,1,1,0,1,0,1,0,"acoso"
"8068","momentum",0,0,0,0,0,1,0,0,"impulso"
"8074","monetary",0,0,0,0,0,1,0,0,"monetario"
"8075","money",1,0,0,1,0,1,0,1,"dinero"
"8076","monk",0,0,0,0,0,1,0,0,"monje"
"8078","monochrome",0,1,0,0,1,0,0,0,"monocromo"
"8084","monopolist",0,0,0,0,1,0,0,0,"monopolista"
"8087","monsoon",0,0,0,0,1,0,1,0,"monzón"
"8088","monster",0,0,1,0,1,0,0,0,"monstruo"
"8089","monstrosity",1,1,1,0,1,0,0,1,"monstruosidad"
"8093","monument",0,0,0,0,0,1,0,0,"Monumento"
"8097","moody",1,0,0,0,1,0,1,0,"temperamental"
"8105","moot",0,0,0,0,1,0,0,0,"discutible"
"8108","moral",1,0,0,0,0,1,0,0,"moral"
"8109","morality",0,0,0,0,0,1,0,0,"moralidad"
"8110","morals",1,1,0,1,0,1,0,1,"moralidad"
"8113","morbid",0,0,0,0,1,0,1,0,"mórbido"
"8114","morbidity",1,1,1,0,1,0,1,0,"morbosidad"
"8115","morgue",0,1,1,0,1,0,1,0,"morgue"
"8116","moribund",0,0,0,0,1,0,1,0,"moribundo"
"8119","moron",0,0,0,0,1,0,0,0,"imbécil"
"8120","moronic",0,0,0,0,1,0,0,0,"imbécil"
"8125","morsel",0,0,0,0,1,0,0,0,"bocado"
"8126","mortal",0,0,0,0,1,0,0,0,"mortal"
"8127","mortality",1,0,1,0,1,0,1,0,"mortalidad"
"8128","mortar",0,0,0,0,0,1,0,0,"mortero"
"8129","mortgage",0,0,1,0,0,0,0,0,"hipoteca"
"8131","mortgagor",0,0,1,0,0,0,0,0,"deudor hipotecario"
"8132","mortification",0,1,1,0,1,0,1,0,"mortificación"
"8133","mortuary",0,0,1,0,1,0,1,0,"mortuorio"
"8135","mosquito",1,1,0,0,1,0,0,0,"mosquito"
"8140","mother",0,0,0,1,1,1,1,0,"madre"
"8141","motherhood",0,0,0,1,0,1,0,0,"maternidad"
"8144","motive",0,0,0,0,0,1,0,0,"motivo"
"8158","mourn",0,0,0,0,1,0,1,0,"llorar"
"8159","mournful",1,0,1,0,1,0,1,0,"triste"
"8160","mourning",0,0,0,0,1,0,1,0,"luto"
"8163","mouth",0,0,0,0,0,0,0,1,"boca"
"8164","mouthful",0,1,0,0,0,0,0,0,"bocado"
"8166","movable",0,0,0,0,0,1,0,0,"móvil"
"8169","mover",0,0,0,0,0,1,0,0,"agente de mudanzas"
"8173","muck",0,1,0,0,1,0,0,0,"estiércol"
"8174","mucous",0,1,0,0,0,0,0,0,"mucoso"
"8175","mucus",0,1,0,0,0,0,0,0,"moco"
"8176","mud",0,0,0,0,1,0,0,0,"lodo"
"8177","muddle",0,0,0,0,1,0,0,0,"confusión"
"8178","muddled",0,0,0,0,1,0,0,0,"confuso"
"8179","muddy",0,1,0,0,1,0,0,0,"lodoso"
"8180","muff",1,1,0,0,1,0,0,0,"manguito"
"8183","mug",1,0,1,0,1,1,1,0,"tazón"
"8184","mule",1,0,0,0,1,0,0,0,"mula"
"8194","mum",0,0,1,0,1,0,0,0,"mamá"
"8195","mumble",0,0,0,0,1,0,0,0,"mascullar"
"8197","mumps",0,0,0,0,1,0,0,0,"paperas"
"8203","murder",1,1,1,0,1,0,1,1,"asesinato"
"8204","murderer",1,1,1,0,1,0,1,0,"asesino"
"8205","murderous",1,1,1,0,1,0,1,1,"asesino"
"8206","murky",0,1,0,0,1,0,1,0,"turbio"
"8209","muscular",0,0,0,0,0,1,0,0,"muscular"
"8215","music",0,0,0,1,0,1,1,0,"música"
"8216","musical",1,0,0,1,0,1,1,1,"musical"
"8220","musket",0,0,1,0,0,0,0,0,"mosquete"
"8222","muss",0,0,0,0,1,0,0,0,"chafar"
"8226","musty",0,1,0,0,1,0,0,0,"rancio"
"8227","mutable",0,0,0,0,0,1,0,0,"mudable"
"8228","mutant",0,0,0,0,1,0,0,0,"mutante"
"8230","mutilated",0,1,0,0,1,0,0,0,"mutilado"
"8231","mutilation",1,1,1,0,1,0,1,0,"mutilación"
"8232","mutiny",1,1,1,0,1,0,0,1,"motín"
"8233","mutter",1,0,0,0,1,0,0,0,"murmurar"
"8235","mutual",0,0,0,0,0,1,0,0,"mutual"
"8237","muzzle",0,0,1,0,1,0,0,0,"bozal"
"8238","myopia",1,0,0,0,1,0,1,0,"miopía"
"8241","mysterious",0,0,1,0,0,0,0,1,"misterioso"
"8242","mystery",0,0,0,0,0,0,0,1,"misterio"
"8243","mystic",0,0,0,0,0,0,0,1,"místico"
"8251","nab",0,0,0,0,1,0,0,1,"coger"
"8252","nadir",0,0,0,0,1,0,0,0,"nadir"
"8253","nag",1,0,0,0,1,0,0,0,"rocín"
"8255","naive",0,0,0,0,1,0,0,0,"ingenuo"
"8258","nameless",0,1,0,0,1,0,0,0,"sin nombre"
"8263","nap",0,0,0,1,0,1,0,0,"siesta"
"8265","napkin",0,0,0,0,0,0,1,0,"servilleta"
"8267","nappy",0,1,0,0,1,0,0,0,"pañal"
"8268","narcotic",0,0,0,0,1,0,0,0,"narcótico"
"8276","nasty",1,1,1,0,1,0,1,0,"asqueroso"
"8283","naturalist",0,0,0,0,0,1,0,0,"naturalista"
"8289","naughty",0,0,0,0,1,0,0,0,"travieso"
"8290","nausea",0,1,0,0,1,0,0,0,"náuseas"
"8291","nauseous",0,1,0,0,1,0,1,0,"nauseabundo"
"8296","navigable",0,0,0,0,0,1,0,0,"navegable"
"8301","nay",0,0,0,0,1,0,0,0,"no"
"8302","neatly",0,0,0,0,0,1,0,0,"pulcramente"
"8309","necessity",0,0,0,0,0,0,1,0,"necesidad"
"8313","nectar",0,0,0,0,0,1,0,0,"néctar"
"8314","needful",0,0,0,0,1,0,0,0,"necesario"
"8315","needle",0,0,0,0,0,1,0,0,"aguja"
"8317","needy",0,0,0,0,1,0,0,0,"necesitado"
"8318","nefarious",0,1,1,0,1,0,1,1,"vil"
"8319","negation",1,0,0,0,1,0,0,0,"negación"
"8320","negative",0,0,0,0,1,0,1,0,"negativo"
"8321","neglect",0,0,0,0,1,0,0,0,"negligencia"
"8322","neglected",1,1,0,0,1,0,1,0,"descuidado"
"8323","neglecting",0,0,0,0,1,0,0,0,"descuidar"
"8324","negligence",0,0,0,0,1,0,0,0,"negligencia"
"8325","negligent",0,0,0,0,1,0,0,0,"negligente"
"8326","negligently",0,0,0,0,1,0,0,0,"negligentemente"
"8328","negotiate",0,0,0,0,0,1,0,0,"negociar"
"8330","negotiator",0,0,0,0,0,1,0,0,"negociador"
"8331","negro",0,0,0,0,1,0,1,0,"negro"
"8333","neighbor",0,0,0,0,0,1,0,0,"Vecino"
"8340","nepotism",1,1,0,0,1,0,1,0,"nepotismo"
"8341","nerve",0,0,0,0,0,1,0,0,"nervio"
"8342","nervous",0,0,1,0,1,0,0,0,"nervioso"
"8343","nervousness",0,0,1,0,0,0,0,0,"nerviosismo"
"8346","nestle",0,0,0,0,0,1,0,0,"hacerse un nido"
"8349","nether",1,0,1,0,1,0,1,0,"inferior"
"8351","nettle",1,1,0,0,1,0,0,0,"ortiga"
"8353","neuralgia",0,0,1,0,1,0,1,0,"neuralgia"
"8355","neurosis",0,0,1,0,1,0,1,0,"neurosis"
"8356","neurotic",0,1,1,0,1,0,0,0,"neurótico"
"8362","newcomer",0,0,1,0,0,0,0,1,"recién llegado"
"8375","nicotine",0,1,0,0,1,0,0,0,"nicotina"
"8381","nightmare",0,0,1,0,1,0,0,0,"pesadilla"
"8382","nihilism",0,0,0,0,1,0,0,0,"nihilismo"
"8390","nobility",0,0,0,0,0,1,0,0,"nobleza"
"8391","noble",0,0,0,0,0,1,0,0,"noble"
"8392","nobleman",0,0,0,0,0,1,0,0,"noble"
"8399","noise",0,0,0,0,1,0,0,0,"ruido"
"8400","noisy",1,0,0,0,1,0,0,0,"ruidoso"
"8406","nomination",0,0,0,0,0,1,0,0,"nominación"
"8409","noncompliance",1,0,1,0,1,0,1,0,"incumplimiento"
"8414","nonsense",0,0,0,0,1,0,0,0,"disparates"
"8415","nonsensical",0,0,0,0,1,0,1,0,"absurdo"
"8419","noose",0,0,0,0,1,0,1,0,"nudo corredizo"
"8423","normality",0,0,0,0,0,1,0,0,"normalidad"
"8424","nose",0,1,0,0,0,0,0,0,"nariz"
"8427","notable",0,0,0,1,0,1,0,0,"Incapaz"
"8428","notables",0,0,0,0,0,1,0,0,"notables"
"8436","noted",0,0,0,0,0,1,0,0,"señalado"
"8438","nothingness",0,0,0,0,1,0,1,0,"nada"
"8443","notion",0,0,0,0,0,1,0,0,"noción"
"8445","notoriety",1,1,1,0,1,1,0,0,"notoriedad"
"8450","nourishment",0,0,0,0,0,1,0,0,"alimento"
"8455","noxious",0,1,1,0,1,0,0,0,"nocivo"
"8464","nuisance",1,0,0,0,1,0,0,0,"tontería"
"8465","nul",0,0,0,0,1,0,0,0,"nulo"
"8467","nullify",0,0,0,0,1,0,0,1,"anular"
"8468","numb",0,0,0,0,1,0,0,0,"adormecer"
"8471","numbers",0,0,0,0,0,1,0,0,"números"
"8472","numbness",0,0,0,0,1,0,1,0,"entumecimiento"
"8478","nun",0,0,0,0,1,0,0,0,"monja"
"8479","nurse",0,0,0,0,0,1,0,0,"enfermera"
"8480","nursery",0,0,0,1,0,1,0,0,"guardería"
"8481","nurture",1,1,1,1,0,1,0,0,"nutrir"
"8484","nutritious",0,0,0,0,0,1,1,0,"nutritivo"
"8488","oaf",0,0,0,0,1,0,0,0,"zoquete"
"8489","oak",0,0,0,0,0,1,0,0,"roble"
"8491","oasis",0,0,0,1,0,1,0,0,"oasis"
"8492","oath",0,0,0,0,0,1,0,0,"juramento"
"8494","obedience",0,0,0,0,0,1,0,0,"obediencia"
"8498","obese",0,1,0,0,1,0,0,0,"obeso"
"8499","obesity",0,1,0,0,1,0,1,0,"obesidad"
"8500","obey",0,0,1,0,0,0,0,0,"obedecer"
"8501","obi",0,1,1,0,1,0,0,0,"obi"
"8502","obit",0,0,0,0,1,0,1,1,"obituario"
"8503","obituary",0,0,0,0,1,0,1,0,"obituario"
"8505","objection",1,0,0,0,1,0,0,0,"objeción"
"8506","objectionable",0,0,0,0,1,0,0,0,"objetable"
"8507","objective",0,0,0,0,0,1,0,0,"objetivo"
"8510","oblige",0,0,0,0,1,0,0,0,"obligar"
"8512","obliging",1,1,1,1,0,1,0,1,"servicial"
"8513","obligor",0,0,1,0,1,0,0,0,"obligado"
"8515","obliterate",1,0,1,0,1,0,1,0,"obliterar"
"8516","obliterated",1,0,1,0,1,0,0,0,"borrado"
"8517","obliteration",0,0,1,0,1,0,1,0,"obliteración"
"8518","oblivion",1,0,1,0,1,0,0,0,"olvido"
"8521","obnoxious",1,1,0,0,1,0,1,0,"desagradable"
"8523","obscene",0,1,0,0,1,0,0,0,"obsceno"
"8524","obscenity",1,1,0,0,1,0,0,0,"obscenidad"
"8527","obscurity",0,0,0,0,1,0,0,0,"oscuridad"
"8529","observant",0,0,0,0,0,1,0,0,"observante"
"8537","obstacle",1,0,1,0,1,0,1,0,"obstáculo"
"8540","obstinate",0,0,0,0,1,0,0,0,"obstinado"
"8541","obstruct",1,0,1,0,1,0,0,0,"obstruir"
"8542","obstruction",0,0,0,0,1,0,0,0,"obstrucción"
"8543","obstructive",1,0,0,0,1,0,0,0,"obstructivo"
"8545","obtainable",0,0,0,1,0,1,0,0,"asequible"
"8546","obtuse",0,0,0,0,1,0,0,0,"obtuso"
"8548","obvious",0,0,0,0,0,1,0,0,"obvio"
"8551","occasional",0,0,0,0,0,0,0,1,"ocasional"
"8554","occult",0,1,1,0,1,0,0,0,"oculto"
"8556","occupant",0,0,0,0,0,1,0,0,"ocupante"
"8557","occupation",0,0,0,0,0,1,0,0,"ocupación"
"8560","occupy",0,0,0,0,0,1,0,0,"ocupar"
"8568","octopus",0,1,0,0,0,0,0,0,"pulpo"
"8570","oddity",0,1,0,0,1,0,1,1,"rareza"
"8573","odious",1,1,1,0,1,0,0,0,"odioso"
"8575","odor",0,0,0,0,1,0,0,0,"olor"
"8579","offend",1,1,0,0,1,0,0,0,"ofender"
